"term","frequency","density","occurrence"
"rosso",2,0.00111482720178372,0.004
"router",1,0.000557413600891862,0.002
"rpms",2,0.00111482720178372,0.004
"rule",1,0.000557413600891862,0.002
"rules",1,0.000557413600891862,0.002
"run",1,0.000557413600891862,0.002
"russell",10,0.00557413600891862,0.02
"saddam",1,0.000557413600891862,0.002
"said",4,0.00222965440356745,0.008
"same",1,0.000557413600891862,0.002
"saou",7,0.00390189520624303,0.014
"sat",4,0.00222965440356745,0.008
"saturation",1,0.000557413600891862,0.002
"saw",1,0.000557413600891862,0.002
"say",2,0.00111482720178372,0.004
"says",1,0.000557413600891862,0.002
"scotsman",2,0.00111482720178372,0.004
"scripting",1,0.000557413600891862,0.002
"scrpiting",1,0.000557413600891862,0.002
"search",1,0.000557413600891862,0.002
"security",1,0.000557413600891862,0.002
"see",1,0.000557413600891862,0.002
"seem",1,0.000557413600891862,0.002
"seems",3,0.00167224080267559,0.006
"seen",3,0.00167224080267559,0.006
"seenheard",1,0.000557413600891862,0.002
"select",1,0.000557413600891862,0.002
"selfcentered",1,0.000557413600891862,0.002
"sell",2,0.00111482720178372,0.004
"senate",1,0.000557413600891862,0.002
"sent",4,0.00222965440356745,0.008
"sep",30,0.0167224080267559,0.06
"september",4,0.00222965440356745,0.008
"server",1,0.000557413600891862,0.002
"service",1,0.000557413600891862,0.002
"services",1,0.000557413600891862,0.002
"setihome",1,0.000557413600891862,0.002
"setup",1,0.000557413600891862,0.002
"severity",1,0.000557413600891862,0.002
"sex",1,0.000557413600891862,0.002
"share",2,0.00111482720178372,0.004
"shareinnnyahoocom",2,0.00111482720178372,0.004
"shares",1,0.000557413600891862,0.002
"shop",1,0.000557413600891862,0.002
"showing",2,0.00111482720178372,0.004
"signature",1,0.000557413600891862,0.002
"signed",4,0.00222965440356745,0.008
"simpson",1,0.000557413600891862,0.002
"since",3,0.00167224080267559,0.004
"sinderson",1,0.000557413600891862,0.002
"sitaker",2,0.00111482720178372,0.004
"site",1,0.000557413600891862,0.002
"sites",1,0.000557413600891862,0.002
"sitescooper",1,0.000557413600891862,0.002
"size",1,0.000557413600891862,0.002
"sky",1,0.000557413600891862,0.002
"skywriter",1,0.000557413600891862,0.002
"slightly",1,0.000557413600891862,0.002
"smoothly",1,0.000557413600891862,0.002
"snip",1,0.000557413600891862,0.002
"socialism",3,0.00167224080267559,0.006
"software",1,0.000557413600891862,0.002
"solaris",2,0.00111482720178372,0.004
"someone",5,0.00278706800445931,0.01
"something",1,0.000557413600891862,0.002
"son",2,0.00111482720178372,0.004
"sorry",1,0.000557413600891862,0.002
"sounds",1,0.000557413600891862,0.002
"source",1,0.000557413600891862,0.002
"spaghetti",1,0.000557413600891862,0.002
"spamassassin",1,0.000557413600891862,0.002
"speer",1,0.000557413600891862,0.002
"spider",1,0.000557413600891862,0.002
"sponsored",3,0.00167224080267559,0.006
"spots",1,0.000557413600891862,0.002
"standard",1,0.000557413600891862,0.002
"stands",1,0.000557413600891862,0.002
"stated",1,0.000557413600891862,0.002
"steal",1,0.000557413600891862,0.002
"stephen",1,0.000557413600891862,0.002
"steve",1,0.000557413600891862,0.002
"still",2,0.00111482720178372,0.004
"stoddard",1,0.000557413600891862,0.002
"story",1,0.000557413600891862,0.002
"street",1,0.000557413600891862,0.002
"strong",1,0.000557413600891862,0.002
"studies",1,0.000557413600891862,0.002
"stumbled",1,0.000557413600891862,0.002
"submodules",1,0.000557413600891862,0.002
"suggestions",1,0.000557413600891862,0.002
"sun",8,0.00445930880713489,0.016
"sunday",3,0.00167224080267559,0.006
"suns",1,0.000557413600891862,0.002
"support",2,0.00111482720178372,0.004
"supported",1,0.000557413600891862,0.002
"supports",1,0.000557413600891862,0.002
"supposed",2,0.00111482720178372,0.004
"sure",1,0.000557413600891862,0.002
"surprised",1,0.000557413600891862,0.002
"switch",1,0.000557413600891862,0.002
"system",3,0.00167224080267559,0.006
"take",3,0.00167224080267559,0.006
"taken",1,0.000557413600891862,0.002
"takes",1,0.000557413600891862,0.002
"talented",1,0.000557413600891862,0.002
"tatum",1,0.000557413600891862,0.002
"teledyncom",1,0.000557413600891862,0.002
"telegraph",2,0.00111482720178372,0.004
"tell",2,0.00111482720178372,0.004
"tempted",1,0.000557413600891862,0.002
"terms",1,0.000557413600891862,0.002
"textplain",1,0.000557413600891862,0.002
"thank",1,0.000557413600891862,0.002
"thanks",3,0.00167224080267559,0.006
"that",2,0.00111482720178372,0.004
"the",1,0.000557413600891862,0.002
"theft",1,0.000557413600891862,0.002
"theres",1,0.000557413600891862,0.002
"thing",1,0.000557413600891862,0.002
"think",10,0.00557413600891862,0.02
"this",5,0.00278706800445931,0.01
"thought",2,0.00111482720178372,0.004
"thoughts",1,0.000557413600891862,0.002
"thousands",1,0.000557413600891862,0.002
"threatens",1,0.000557413600891862,0.002
"thu",14,0.00780379041248606,0.028
"thusly",1,0.000557413600891862,0.002
"thx",1,0.000557413600891862,0.002
"time",8,0.00445930880713489,0.016
"times",4,0.00222965440356745,0.008
"today",2,0.00111482720178372,0.004
"todays",1,0.000557413600891862,0.002
"tom",6,0.00334448160535117,0.012
"tomorrow",1,0.000557413600891862,0.002
"tony",1,0.000557413600891862,0.002
"too",1,0.000557413600891862,0.002
"total",1,0.000557413600891862,0.002
"touch",1,0.000557413600891862,0.002
"traction",2,0.00111482720178372,0.004
"trade",1,0.000557413600891862,0.002
"trick",1,0.000557413600891862,0.002
"tried",1,0.000557413600891862,0.002
"trip",1,0.000557413600891862,0.002
"trouble",1,0.000557413600891862,0.002
"troy",2,0.00111482720178372,0.004
"true",1,0.000557413600891862,0.002
"truth",1,0.000557413600891862,0.002
"try",1,0.000557413600891862,0.002
"trying",4,0.00222965440356745,0.008
"tue",19,0.0105908584169454,0.038
"turns",1,0.000557413600891862,0.002
"turpin",10,0.00557413600891862,0.02
"twice",1,0.000557413600891862,0.002
"two",1,0.000557413600891862,0.002
"twomey",1,0.000557413600891862,0.002
"type",2,0.00111482720178372,0.004
"ultimately",1,0.000557413600891862,0.002
"unable",1,0.000557413600891862,0.002
"unbiased",1,0.000557413600891862,0.002
"understand",1,0.000557413600891862,0.002
"underwater",1,0.000557413600891862,0.002
"unix",1,0.000557413600891862,0.002
"unless",1,0.000557413600891862,0.002
"unwritten",2,0.00111482720178372,0.004
"update",1,0.000557413600891862,0.002
"upgrade",2,0.00111482720178372,0.004
"upon",3,0.00167224080267559,0.006
"url",14,0.00780379041248606,0.028
"urled",1,0.000557413600891862,0.002
"urls",1,0.000557413600891862,0.002
"usb",1,0.000557413600891862,0.002
"use",6,0.00334448160535117,0.012
"used",2,0.00111482720178372,0.004
"users",1,0.000557413600891862,0.002
"using",2,0.00111482720178372,0.004
"utterly",1,0.000557413600891862,0.002
"vanilla",1,0.000557413600891862,0.002
"vernon",1,0.000557413600891862,0.002
"via",3,0.00167224080267559,0.006
"vincent",1,0.000557413600891862,0.002
"violence",1,0.000557413600891862,0.002
"virus",1,0.000557413600891862,0.002
"voices",1,0.000557413600891862,0.002
"vote",1,0.000557413600891862,0.002
"vpn",1,0.000557413600891862,0.002
"wacky",1,0.000557413600891862,0.002
"wafer",1,0.000557413600891862,0.002
"waider",1,0.000557413600891862,0.002
"waiderwaiderie",1,0.000557413600891862,0.002
"wait",1,0.000557413600891862,0.002
"want",1,0.000557413600891862,0.002
"way",5,0.00278706800445931,0.01
"wcarriers",2,0.00111482720178372,0.004
"wear",1,0.000557413600891862,0.002
"web",1,0.000557413600891862,0.002
"weblog",1,0.000557413600891862,0.002
"webmaileircomnet",1,0.000557413600891862,0.002
"webmaster",1,0.000557413600891862,0.002
"webmasterb",1,0.000557413600891862,0.002
"website",1,0.000557413600891862,0.002
"wed",6,0.00334448160535117,0.012
"wednesday",1,0.000557413600891862,0.002
"weird",1,0.000557413600891862,0.002
"wekk",1,0.000557413600891862,0.002
"well",2,0.00111482720178372,0.004
"whether",1,0.000557413600891862,0.002
"white",2,0.00111482720178372,0.004
"whitehead",8,0.00445930880713489,0.016
"whore",1,0.000557413600891862,0.002
"will",5,0.00278706800445931,0.01
"williams",1,0.000557413600891862,0.002
"window",1,0.000557413600891862,0.002
"winers",1,0.000557413600891862,0.002
"winmodem",1,0.000557413600891862,0.002
"wisdom",3,0.00167224080267559,0.006
"wish",1,0.000557413600891862,0.002
"without",1,0.000557413600891862,0.002
"withput",1,0.000557413600891862,0.002
"woken",1,0.000557413600891862,0.002
"women",1,0.000557413600891862,0.002
"wondering",1,0.000557413600891862,0.002
"woodburn",1,0.000557413600891862,0.002
"wording",1,0.000557413600891862,0.002
"work",3,0.00167224080267559,0.006
"world",1,0.000557413600891862,0.002
"write",2,0.00111482720178372,0.004
"writes",20,0.0111482720178372,0.04
"wrote",126,0.0702341137123746,0.252
"wroteand",1,0.000557413600891862,0.002
"wwwbbccouk",1,0.000557413600891862,0.002
"wwwscriptingcom",1,0.000557413600891862,0.002
"wwwsmoothwallorg",1,0.000557413600891862,0.002
"xbox",1,0.000557413600891862,0.002
"xine",1,0.000557413600891862,0.002
"yall",1,0.000557413600891862,0.002
"yea",1,0.000557413600891862,0.002
"yes",4,0.00222965440356745,0.008
"yesterday",1,0.000557413600891862,0.002
"yet",2,0.00111482720178372,0.004
"yorks",1,0.000557413600891862,0.002
"you",1,0.000557413600891862,0.002
"young",1,0.000557413600891862,0.002
"zip",1,0.000557413600891862,0.002
"zzzzspamassassintaintorg",1,0.000557413600891862,0.002
