"term","frequency","density","occurrence"
"urlhttpinternetemail",1,0.000549752611324904,0.002
"user",1,0.000549752611324904,0.002
"userp",1,0.000549752611324904,0.002
"users",3,0.00164925783397471,0.006
"valignmiddle",1,0.000549752611324904,0.002
"valued",1,0.000549752611324904,0.002
"visit",2,0.00109950522264981,0.004
"voucher",1,0.000549752611324904,0.002
"waiting",1,0.000549752611324904,0.002
"wanna",2,0.00109950522264981,0.004
"want",2,0.00109950522264981,0.004
"wanted",7,0.00384826827927433,0.014
"way",3,0.00164925783397471,0.006
"wcdtd",22,0.0120945574491479,0.044
"web",1,0.000549752611324904,0.002
"webcam",5,0.00274876305662452,0.01
"webs",1,0.000549752611324904,0.002
"weeks",1,0.000549752611324904,0.002
"weight",1,0.000549752611324904,0.002
"wellbeing",6,0.00329851566794942,0.012
"werken",1,0.000549752611324904,0.002
"whiter",1,0.000549752611324904,0.002
"wholesale",2,0.00109950522264981,0.004
"why",2,0.00109950522264981,0.004
"widow",2,0.00109950522264981,0.004
"width",9,0.00494777350192413,0.008
"will",18,0.00989554700384827,0.014
"willever",1,0.000549752611324904,0.002
"willingness",2,0.00109950522264981,0.004
"win",2,0.00109950522264981,0.004
"wind",2,0.00109950522264981,0.004
"winning",1,0.000549752611324904,0.002
"without",1,0.000549752611324904,0.002
"woodworking",2,0.00109950522264981,0.004
"work",2,0.00109950522264981,0.004
"works",2,0.00109950522264981,0.004
"write",1,0.000549752611324904,0.002
"xmlnsvurnschemasmicrosoftcomvml",1,0.000549752611324904,0.002
"xxx",1,0.000549752611324904,0.002
"year",9,0.00494777350192413,0.018
"years",1,0.000549752611324904,0.002
"you",2,0.00109950522264981,0.004
"young",1,0.000549752611324904,0.002
"zzzz",2,0.00109950522264981,0.004
"zzzzasonorg",1,0.000549752611324904,0.002
"zzzzspamassassintaintorg",3,0.00164925783397471,0.006
